0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,Id,SalePrice
6.0,1971.0,1.0,1.0,264.0,483.0,987.0,483.0,504.0,1.0,36.0,11826.0,6.0,6.0,1584.0,2898.0,5922.0,2898.0,3024.0,6.0,3884841.0,1971.0,1971.0,520344.0,951993.0,1945377.0,951993.0,993384.0,1971.0,1.0,1.0,264.0,483.0,987.0,483.0,504.0,1.0,1.0,264.0,483.0,987.0,483.0,504.0,1.0,69696.0,127512.0,260568.0,127512.0,133056.0,264.0,233289.0,476721.0,233289.0,243432.0,483.0,974169.0,476721.0,497448.0,987.0,233289.0,243432.0,483.0,254016.0,504.0,1.0,1044,85400
7.0,2005.0,2.0,0.0,632.0,1208.0,1208.0,1208.0,0.0,0.0,49.0,14035.0,14.0,0.0,4424.0,8456.0,8456.0,8456.0,0.0,0.0,4020025.0,4010.0,0.0,1267160.0,2422040.0,2422040.0,2422040.0,0.0,0.0,4.0,0.0,1264.0,2416.0,2416.0,2416.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,399424.0,763456.0,763456.0,763456.0,0.0,0.0,1459264.0,1459264.0,1459264.0,0.0,0.0,1459264.0,1459264.0,0.0,0.0,1459264.0,0.0,0.0,0.0,0.0,0.0,2752,183600
5.0,1880.0,1.0,0.0,576.0,0.0,2016.0,1288.0,728.0,0.0,25.0,9400.0,5.0,0.0,2880.0,0.0,10080.0,6440.0,3640.0,0.0,3534400.0,1880.0,0.0,1082880.0,0.0,3790080.0,2421440.0,1368640.0,0.0,1.0,0.0,576.0,0.0,2016.0,1288.0,728.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,331776.0,0.0,1161216.0,741888.0,419328.0,0.0,0.0,0.0,0.0,0.0,0.0,4064256.0,2596608.0,1467648.0,0.0,1658944.0,937664.0,0.0,529984.0,0.0,0.0,807,131000
8.0,1999.0,2.0,1.0,480.0,960.0,1607.0,962.0,645.0,2.0,64.0,15992.0,16.0,8.0,3840.0,7680.0,12856.0,7696.0,5160.0,16.0,3996001.0,3998.0,1999.0,959520.0,1919040.0,3212393.0,1923038.0,1289355.0,3998.0,4.0,2.0,960.0,1920.0,3214.0,1924.0,1290.0,4.0,1.0,480.0,960.0,1607.0,962.0,645.0,2.0,230400.0,460800.0,771360.0,461760.0,309600.0,960.0,921600.0,1542720.0,923520.0,619200.0,1920.0,2582449.0,1545934.0,1036515.0,3214.0,925444.0,620490.0,1924.0,416025.0,1290.0,4.0,1177,200000
7.0,2007.0,2.0,0.0,610.0,1351.0,1361.0,1361.0,0.0,0.0,49.0,14049.0,14.0,0.0,4270.0,9457.0,9527.0,9527.0,0.0,0.0,4028049.0,4014.0,0.0,1224270.0,2711457.0,2731527.0,2731527.0,0.0,0.0,4.0,0.0,1220.0,2702.0,2722.0,2722.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,372100.0,824110.0,830210.0,830210.0,0.0,0.0,1825201.0,1838711.0,1838711.0,0.0,0.0,1852321.0,1852321.0,0.0,0.0,1852321.0,0.0,0.0,0.0,0.0,0.0,1480,193000
5.0,2004.0,2.0,0.0,624.0,1430.0,1430.0,1430.0,0.0,0.0,25.0,10020.0,10.0,0.0,3120.0,7150.0,7150.0,7150.0,0.0,0.0,4016016.0,4008.0,0.0,1250496.0,2865720.0,2865720.0,2865720.0,0.0,0.0,4.0,0.0,1248.0,2860.0,2860.0,2860.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,389376.0,892320.0,892320.0,892320.0,0.0,0.0,2044900.0,2044900.0,2044900.0,0.0,0.0,2044900.0,2044900.0,0.0,0.0,2044900.0,0.0,0.0,0.0,0.0,0.0,324,173500
5.0,1916.0,1.0,0.0,513.0,624.0,1344.0,624.0,720.0,0.0,25.0,9580.0,5.0,0.0,2565.0,3120.0,6720.0,3120.0,3600.0,0.0,3671056.0,1916.0,0.0,982908.0,1195584.0,2575104.0,1195584.0,1379520.0,0.0,1.0,0.0,513.0,624.0,1344.0,624.0,720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,263169.0,320112.0,689472.0,320112.0,369360.0,0.0,389376.0,838656.0,389376.0,449280.0,0.0,1806336.0,838656.0,967680.0,0.0,389376.0,449280.0,0.0,518400.0,0.0,0.0,1311,98000
5.0,1963.0,1.0,0.0,480.0,1121.0,1121.0,1121.0,0.0,0.0,25.0,9815.0,5.0,0.0,2400.0,5605.0,5605.0,5605.0,0.0,0.0,3853369.0,1963.0,0.0,942240.0,2200523.0,2200523.0,2200523.0,0.0,0.0,1.0,0.0,480.0,1121.0,1121.0,1121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230400.0,538080.0,538080.0,538080.0,0.0,0.0,1256641.0,1256641.0,1256641.0,0.0,0.0,1256641.0,1256641.0,0.0,0.0,1256641.0,0.0,0.0,0.0,0.0,0.0,770,139000
6.0,1977.0,1.0,1.0,528.0,660.0,1285.0,1285.0,0.0,1.0,36.0,11862.0,6.0,6.0,3168.0,3960.0,7710.0,7710.0,0.0,6.0,3908529.0,1977.0,1977.0,1043856.0,1304820.0,2540445.0,2540445.0,0.0,1977.0,1.0,1.0,528.0,660.0,1285.0,1285.0,0.0,1.0,1.0,528.0,660.0,1285.0,1285.0,0.0,1.0,278784.0,348480.0,678480.0,678480.0,0.0,528.0,435600.0,848100.0,848100.0,0.0,660.0,1651225.0,1651225.0,0.0,1285.0,1651225.0,0.0,1285.0,0.0,0.0,1.0,2063,143500
7.0,2009.0,2.0,1.0,614.0,756.0,1547.0,764.0,783.0,2.0,49.0,14063.0,14.0,7.0,4298.0,5292.0,10829.0,5348.0,5481.0,14.0,4036081.0,4018.0,2009.0,1233526.0,1518804.0,3107923.0,1534876.0,1573047.0,4018.0,4.0,2.0,1228.0,1512.0,3094.0,1528.0,1566.0,4.0,1.0,614.0,756.0,1547.0,764.0,783.0,2.0,376996.0,464184.0,949858.0,469096.0,480762.0,1228.0,571536.0,1169532.0,577584.0,591948.0,1512.0,2393209.0,1181908.0,1211301.0,3094.0,583696.0,598212.0,1528.0,613089.0,1566.0,4.0,69,215200
5.0,1968.0,1.0,0.0,450.0,894.0,894.0,894.0,0.0,0.0,25.0,9840.0,5.0,0.0,2250.0,4470.0,4470.0,4470.0,0.0,0.0,3873024.0,1968.0,0.0,885600.0,1759392.0,1759392.0,1759392.0,0.0,0.0,1.0,0.0,450.0,894.0,894.0,894.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202500.0,402300.0,402300.0,402300.0,0.0,0.0,799236.0,799236.0,799236.0,0.0,0.0,799236.0,799236.0,0.0,0.0,799236.0,0.0,0.0,0.0,0.0,0.0,2062,129000
8.0,2000.0,2.0,0.0,499.0,1501.0,1659.0,1659.0,0.0,0.0,64.0,16000.0,16.0,0.0,3992.0,12008.0,13272.0,13272.0,0.0,0.0,4000000.0,4000.0,0.0,998000.0,3002000.0,3318000.0,3318000.0,0.0,0.0,4.0,0.0,998.0,3002.0,3318.0,3318.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,249001.0,748999.0,827841.0,827841.0,0.0,0.0,2253001.0,2490159.0,2490159.0,0.0,0.0,2752281.0,2752281.0,0.0,0.0,2752281.0,0.0,0.0,0.0,0.0,0.0,351,278000
8.0,2005.0,2.0,1.0,575.0,1209.0,2253.0,1209.0,1044.0,2.0,64.0,16040.0,16.0,8.0,4600.0,9672.0,18024.0,9672.0,8352.0,16.0,4020025.0,4010.0,2005.0,1152875.0,2424045.0,4517265.0,2424045.0,2093220.0,4010.0,4.0,2.0,1150.0,2418.0,4506.0,2418.0,2088.0,4.0,1.0,575.0,1209.0,2253.0,1209.0,1044.0,2.0,330625.0,695175.0,1295475.0,695175.0,600300.0,1150.0,1461681.0,2723877.0,1461681.0,1262196.0,2418.0,5076009.0,2723877.0,2352132.0,4506.0,1461681.0,1262196.0,2418.0,1089936.0,2088.0,4.0,2393,344133
6.0,1992.0,2.0,0.0,420.0,1168.0,1187.0,1187.0,0.0,0.0,36.0,11952.0,12.0,0.0,2520.0,7008.0,7122.0,7122.0,0.0,0.0,3968064.0,3984.0,0.0,836640.0,2326656.0,2364504.0,2364504.0,0.0,0.0,4.0,0.0,840.0,2336.0,2374.0,2374.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176400.0,490560.0,498540.0,498540.0,0.0,0.0,1364224.0,1386416.0,1386416.0,0.0,0.0,1408969.0,1408969.0,0.0,0.0,1408969.0,0.0,0.0,0.0,0.0,0.0,12,185000
5.0,1955.0,1.0,0.0,572.0,1056.0,1056.0,1056.0,0.0,0.0,25.0,9775.0,5.0,0.0,2860.0,5280.0,5280.0,5280.0,0.0,0.0,3822025.0,1955.0,0.0,1118260.0,2064480.0,2064480.0,2064480.0,0.0,0.0,1.0,0.0,572.0,1056.0,1056.0,1056.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,327184.0,604032.0,604032.0,604032.0,0.0,0.0,1115136.0,1115136.0,1115136.0,0.0,0.0,1115136.0,1115136.0,0.0,0.0,1115136.0,0.0,0.0,0.0,0.0,0.0,2339,145000
6.0,1961.0,2.0,0.0,530.0,1453.0,1453.0,1453.0,0.0,0.0,36.0,11766.0,12.0,0.0,3180.0,8718.0,8718.0,8718.0,0.0,0.0,3845521.0,3922.0,0.0,1039330.0,2849333.0,2849333.0,2849333.0,0.0,0.0,4.0,0.0,1060.0,2906.0,2906.0,2906.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280900.0,770090.0,770090.0,770090.0,0.0,0.0,2111209.0,2111209.0,2111209.0,0.0,0.0,2111209.0,2111209.0,0.0,0.0,2111209.0,0.0,0.0,0.0,0.0,0.0,624,187500
5.0,1965.0,1.0,0.0,336.0,894.0,894.0,894.0,0.0,0.0,25.0,9825.0,5.0,0.0,1680.0,4470.0,4470.0,4470.0,0.0,0.0,3861225.0,1965.0,0.0,660240.0,1756710.0,1756710.0,1756710.0,0.0,0.0,1.0,0.0,336.0,894.0,894.0,894.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112896.0,300384.0,300384.0,300384.0,0.0,0.0,799236.0,799236.0,799236.0,0.0,0.0,799236.0,799236.0,0.0,0.0,799236.0,0.0,0.0,0.0,0.0,0.0,86,138500
5.0,1937.0,2.0,0.0,240.0,942.0,1938.0,1265.0,673.0,0.0,25.0,9685.0,10.0,0.0,1200.0,4710.0,9690.0,6325.0,3365.0,0.0,3751969.0,3874.0,0.0,464880.0,1824654.0,3753906.0,2450305.0,1303601.0,0.0,4.0,0.0,480.0,1884.0,3876.0,2530.0,1346.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57600.0,226080.0,465120.0,303600.0,161520.0,0.0,887364.0,1825596.0,1191630.0,633966.0,0.0,3755844.0,2451570.0,1304274.0,0.0,1600225.0,851345.0,0.0,452929.0,0.0,0.0,1534,198000
5.0,1895.0,2.0,0.0,0.0,957.0,1991.0,1034.0,957.0,0.0,25.0,9475.0,10.0,0.0,0.0,4785.0,9955.0,5170.0,4785.0,0.0,3591025.0,3790.0,0.0,0.0,1813515.0,3772945.0,1959430.0,1813515.0,0.0,4.0,0.0,0.0,1914.0,3982.0,2068.0,1914.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,915849.0,1905387.0,989538.0,915849.0,0.0,3964081.0,2058694.0,1905387.0,0.0,1069156.0,989538.0,0.0,915849.0,0.0,0.0,2243,119600
5.0,1949.0,1.0,0.0,576.0,672.0,924.0,672.0,252.0,0.0,25.0,9745.0,5.0,0.0,2880.0,3360.0,4620.0,3360.0,1260.0,0.0,3798601.0,1949.0,0.0,1122624.0,1309728.0,1800876.0,1309728.0,491148.0,0.0,1.0,0.0,576.0,672.0,924.0,672.0,252.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,331776.0,387072.0,532224.0,387072.0,145152.0,0.0,451584.0,620928.0,451584.0,169344.0,0.0,853776.0,620928.0,232848.0,0.0,451584.0,169344.0,0.0,63504.0,0.0,0.0,1957,122900
8.0,1981.0,2.0,1.0,542.0,2524.0,2524.0,2524.0,0.0,2.0,64.0,15848.0,16.0,8.0,4336.0,20192.0,20192.0,20192.0,0.0,16.0,3924361.0,3962.0,1981.0,1073702.0,5000044.0,5000044.0,5000044.0,0.0,3962.0,4.0,2.0,1084.0,5048.0,5048.0,5048.0,0.0,4.0,1.0,542.0,2524.0,2524.0,2524.0,0.0,2.0,293764.0,1368008.0,1368008.0,1368008.0,0.0,1084.0,6370576.0,6370576.0,6370576.0,0.0,5048.0,6370576.0,6370576.0,0.0,5048.0,6370576.0,0.0,5048.0,0.0,0.0,4.0,380,278000
8.0,1929.0,1.0,0.0,400.0,792.0,1517.0,792.0,725.0,0.0,64.0,15432.0,8.0,0.0,3200.0,6336.0,12136.0,6336.0,5800.0,0.0,3721041.0,1929.0,0.0,771600.0,1527768.0,2926293.0,1527768.0,1398525.0,0.0,1.0,0.0,400.0,792.0,1517.0,792.0,725.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160000.0,316800.0,606800.0,316800.0,290000.0,0.0,627264.0,1201464.0,627264.0,574200.0,0.0,2301289.0,1201464.0,1099825.0,0.0,627264.0,574200.0,0.0,525625.0,0.0,0.0,2860,230000
8.0,1995.0,1.0,1.0,481.0,1494.0,1494.0,1494.0,0.0,1.0,64.0,15960.0,8.0,8.0,3848.0,11952.0,11952.0,11952.0,0.0,8.0,3980025.0,1995.0,1995.0,959595.0,2980530.0,2980530.0,2980530.0,0.0,1995.0,1.0,1.0,481.0,1494.0,1494.0,1494.0,0.0,1.0,1.0,481.0,1494.0,1494.0,1494.0,0.0,1.0,231361.0,718614.0,718614.0,718614.0,0.0,481.0,2232036.0,2232036.0,2232036.0,0.0,1494.0,2232036.0,2232036.0,0.0,1494.0,2232036.0,0.0,1494.0,0.0,0.0,1.0,2517,270000
6.0,1952.0,1.0,0.0,410.0,948.0,948.0,948.0,0.0,0.0,36.0,11712.0,6.0,0.0,2460.0,5688.0,5688.0,5688.0,0.0,0.0,3810304.0,1952.0,0.0,800320.0,1850496.0,1850496.0,1850496.0,0.0,0.0,1.0,0.0,410.0,948.0,948.0,948.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168100.0,388680.0,388680.0,388680.0,0.0,0.0,898704.0,898704.0,898704.0,0.0,0.0,898704.0,898704.0,0.0,0.0,898704.0,0.0,0.0,0.0,0.0,0.0,1933,125000
8.0,2007.0,2.0,0.0,826.0,1705.0,1718.0,1718.0,0.0,0.0,64.0,16056.0,16.0,0.0,6608.0,13640.0,13744.0,13744.0,0.0,0.0,4028049.0,4014.0,0.0,1657782.0,3421935.0,3448026.0,3448026.0,0.0,0.0,4.0,0.0,1652.0,3410.0,3436.0,3436.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,682276.0,1408330.0,1419068.0,1419068.0,0.0,0.0,2907025.0,2929190.0,2929190.0,0.0,0.0,2951524.0,2951524.0,0.0,0.0,2951524.0,0.0,0.0,0.0,0.0,0.0,820,297000
6.0,1958.0,1.0,0.0,384.0,160.0,1142.0,1142.0,0.0,0.0,36.0,11748.0,6.0,0.0,2304.0,960.0,6852.0,6852.0,0.0,0.0,3833764.0,1958.0,0.0,751872.0,313280.0,2236036.0,2236036.0,0.0,0.0,1.0,0.0,384.0,160.0,1142.0,1142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147456.0,61440.0,438528.0,438528.0,0.0,0.0,25600.0,182720.0,182720.0,0.0,0.0,1304164.0,1304164.0,0.0,0.0,1304164.0,0.0,0.0,0.0,0.0,0.0,675,113500
5.0,1977.0,2.0,0.0,336.0,757.0,1475.0,925.0,550.0,0.0,25.0,9885.0,10.0,0.0,1680.0,3785.0,7375.0,4625.0,2750.0,0.0,3908529.0,3954.0,0.0,664272.0,1496589.0,2916075.0,1828725.0,1087350.0,0.0,4.0,0.0,672.0,1514.0,2950.0,1850.0,1100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112896.0,254352.0,495600.0,310800.0,184800.0,0.0,573049.0,1116575.0,700225.0,416350.0,0.0,2175625.0,1364375.0,811250.0,0.0,855625.0,508750.0,0.0,302500.0,0.0,0.0,2910,127000
6.0,1977.0,2.0,0.0,546.0,1844.0,1844.0,1844.0,0.0,0.0,36.0,11862.0,12.0,0.0,3276.0,11064.0,11064.0,11064.0,0.0,0.0,3908529.0,3954.0,0.0,1079442.0,3645588.0,3645588.0,3645588.0,0.0,0.0,4.0,0.0,1092.0,3688.0,3688.0,3688.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298116.0,1006824.0,1006824.0,1006824.0,0.0,0.0,3400336.0,3400336.0,3400336.0,0.0,0.0,3400336.0,3400336.0,0.0,0.0,3400336.0,0.0,0.0,0.0,0.0,0.0,21,190000
7.0,1973.0,1.0,1.0,528.0,1242.0,1242.0,1242.0,0.0,1.0,49.0,13811.0,7.0,7.0,3696.0,8694.0,8694.0,8694.0,0.0,7.0,3892729.0,1973.0,1973.0,1041744.0,2450466.0,2450466.0,2450466.0,0.0,1973.0,1.0,1.0,528.0,1242.0,1242.0,1242.0,0.0,1.0,1.0,528.0,1242.0,1242.0,1242.0,0.0,1.0,278784.0,655776.0,655776.0,655776.0,0.0,528.0,1542564.0,1542564.0,1542564.0,0.0,1242.0,1542564.0,1542564.0,0.0,1242.0,1542564.0,0.0,1242.0,0.0,0.0,1.0,1873,175500
5.0,1994.0,1.0,0.0,384.0,990.0,990.0,990.0,0.0,0.0,25.0,9970.0,5.0,0.0,1920.0,4950.0,4950.0,4950.0,0.0,0.0,3976036.0,1994.0,0.0,765696.0,1974060.0,1974060.0,1974060.0,0.0,0.0,1.0,0.0,384.0,990.0,990.0,990.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147456.0,380160.0,380160.0,380160.0,0.0,0.0,980100.0,980100.0,980100.0,0.0,0.0,980100.0,980100.0,0.0,0.0,980100.0,0.0,0.0,0.0,0.0,0.0,2125,146000
5.0,1965.0,1.0,1.0,276.0,1256.0,1256.0,1256.0,0.0,1.0,25.0,9825.0,5.0,5.0,1380.0,6280.0,6280.0,6280.0,0.0,5.0,3861225.0,1965.0,1965.0,542340.0,2468040.0,2468040.0,2468040.0,0.0,1965.0,1.0,1.0,276.0,1256.0,1256.0,1256.0,0.0,1.0,1.0,276.0,1256.0,1256.0,1256.0,0.0,1.0,76176.0,346656.0,346656.0,346656.0,0.0,276.0,1577536.0,1577536.0,1577536.0,0.0,1256.0,1577536.0,1577536.0,0.0,1256.0,1577536.0,0.0,1256.0,0.0,0.0,1.0,1489,147500
10.0,2006.0,2.0,1.0,850.0,2076.0,2076.0,2076.0,0.0,2.0,100.0,20060.0,20.0,10.0,8500.0,20760.0,20760.0,20760.0,0.0,20.0,4024036.0,4012.0,2006.0,1705100.0,4164456.0,4164456.0,4164456.0,0.0,4012.0,4.0,2.0,1700.0,4152.0,4152.0,4152.0,0.0,4.0,1.0,850.0,2076.0,2076.0,2076.0,0.0,2.0,722500.0,1764600.0,1764600.0,1764600.0,0.0,1700.0,4309776.0,4309776.0,4309776.0,0.0,4152.0,4309776.0,4309776.0,0.0,4152.0,4309776.0,0.0,4152.0,0.0,0.0,4.0,2383,465000
5.0,1978.0,1.0,0.0,602.0,1097.0,1110.0,1110.0,0.0,0.0,25.0,9890.0,5.0,0.0,3010.0,5485.0,5550.0,5550.0,0.0,0.0,3912484.0,1978.0,0.0,1190756.0,2169866.0,2195580.0,2195580.0,0.0,0.0,1.0,0.0,602.0,1097.0,1110.0,1110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,362404.0,660394.0,668220.0,668220.0,0.0,0.0,1203409.0,1217670.0,1217670.0,0.0,0.0,1232100.0,1232100.0,0.0,0.0,1232100.0,0.0,0.0,0.0,0.0,0.0,983,165500
5.0,1954.0,2.0,0.0,352.0,1050.0,1795.0,1050.0,745.0,0.0,25.0,9770.0,10.0,0.0,1760.0,5250.0,8975.0,5250.0,3725.0,0.0,3818116.0,3908.0,0.0,687808.0,2051700.0,3507430.0,2051700.0,1455730.0,0.0,4.0,0.0,704.0,2100.0,3590.0,2100.0,1490.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123904.0,369600.0,631840.0,369600.0,262240.0,0.0,1102500.0,1884750.0,1102500.0,782250.0,0.0,3222025.0,1884750.0,1337275.0,0.0,1102500.0,782250.0,0.0,555025.0,0.0,0.0,1325,131500
