0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,Id
5.0,1955.0,1.0,0.0,572.0,1056.0,1056.0,1056.0,0.0,145000.0,0.0,25.0,9775.0,5.0,0.0,2860.0,5280.0,5280.0,5280.0,0.0,725000.0,0.0,3822025.0,1955.0,0.0,1118260.0,2064480.0,2064480.0,2064480.0,0.0,283475000.0,0.0,1.0,0.0,572.0,1056.0,1056.0,1056.0,0.0,145000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,327184.0,604032.0,604032.0,604032.0,0.0,82940000.0,0.0,1115136.0,1115136.0,1115136.0,0.0,153120000.0,0.0,1115136.0,1115136.0,0.0,153120000.0,0.0,1115136.0,0.0,153120000.0,0.0,0.0,0.0,0.0,21025000000.0,0.0,0.0,2339
6.0,1961.0,2.0,0.0,530.0,1453.0,1453.0,1453.0,0.0,187500.0,0.0,36.0,11766.0,12.0,0.0,3180.0,8718.0,8718.0,8718.0,0.0,1125000.0,0.0,3845521.0,3922.0,0.0,1039330.0,2849333.0,2849333.0,2849333.0,0.0,367687500.0,0.0,4.0,0.0,1060.0,2906.0,2906.0,2906.0,0.0,375000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280900.0,770090.0,770090.0,770090.0,0.0,99375000.0,0.0,2111209.0,2111209.0,2111209.0,0.0,272437500.0,0.0,2111209.0,2111209.0,0.0,272437500.0,0.0,2111209.0,0.0,272437500.0,0.0,0.0,0.0,0.0,35156250000.0,0.0,0.0,624
5.0,1965.0,1.0,0.0,336.0,894.0,894.0,894.0,0.0,138500.0,0.0,25.0,9825.0,5.0,0.0,1680.0,4470.0,4470.0,4470.0,0.0,692500.0,0.0,3861225.0,1965.0,0.0,660240.0,1756710.0,1756710.0,1756710.0,0.0,272152500.0,0.0,1.0,0.0,336.0,894.0,894.0,894.0,0.0,138500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112896.0,300384.0,300384.0,300384.0,0.0,46536000.0,0.0,799236.0,799236.0,799236.0,0.0,123819000.0,0.0,799236.0,799236.0,0.0,123819000.0,0.0,799236.0,0.0,123819000.0,0.0,0.0,0.0,0.0,19182250000.0,0.0,0.0,86
5.0,1937.0,2.0,0.0,240.0,942.0,1938.0,1265.0,673.0,198000.0,0.0,25.0,9685.0,10.0,0.0,1200.0,4710.0,9690.0,6325.0,3365.0,990000.0,0.0,3751969.0,3874.0,0.0,464880.0,1824654.0,3753906.0,2450305.0,1303601.0,383526000.0,0.0,4.0,0.0,480.0,1884.0,3876.0,2530.0,1346.0,396000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57600.0,226080.0,465120.0,303600.0,161520.0,47520000.0,0.0,887364.0,1825596.0,1191630.0,633966.0,186516000.0,0.0,3755844.0,2451570.0,1304274.0,383724000.0,0.0,1600225.0,851345.0,250470000.0,0.0,452929.0,133254000.0,0.0,39204000000.0,0.0,0.0,1534
5.0,1895.0,2.0,0.0,0.0,957.0,1991.0,1034.0,957.0,119600.0,0.0,25.0,9475.0,10.0,0.0,0.0,4785.0,9955.0,5170.0,4785.0,598000.0,0.0,3591025.0,3790.0,0.0,0.0,1813515.0,3772945.0,1959430.0,1813515.0,226642000.0,0.0,4.0,0.0,0.0,1914.0,3982.0,2068.0,1914.0,239200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,915849.0,1905387.0,989538.0,915849.0,114457200.0,0.0,3964081.0,2058694.0,1905387.0,238123600.0,0.0,1069156.0,989538.0,123666400.0,0.0,915849.0,114457200.0,0.0,14304160000.0,0.0,0.0,2243
5.0,1949.0,1.0,0.0,576.0,672.0,924.0,672.0,252.0,122900.0,0.0,25.0,9745.0,5.0,0.0,2880.0,3360.0,4620.0,3360.0,1260.0,614500.0,0.0,3798601.0,1949.0,0.0,1122624.0,1309728.0,1800876.0,1309728.0,491148.0,239532100.0,0.0,1.0,0.0,576.0,672.0,924.0,672.0,252.0,122900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,331776.0,387072.0,532224.0,387072.0,145152.0,70790400.0,0.0,451584.0,620928.0,451584.0,169344.0,82588800.0,0.0,853776.0,620928.0,232848.0,113559600.0,0.0,451584.0,169344.0,82588800.0,0.0,63504.0,30970800.0,0.0,15104410000.0,0.0,0.0,1957
8.0,1981.0,2.0,1.0,542.0,2524.0,2524.0,2524.0,0.0,278000.0,2.0,64.0,15848.0,16.0,8.0,4336.0,20192.0,20192.0,20192.0,0.0,2224000.0,16.0,3924361.0,3962.0,1981.0,1073702.0,5000044.0,5000044.0,5000044.0,0.0,550718000.0,3962.0,4.0,2.0,1084.0,5048.0,5048.0,5048.0,0.0,556000.0,4.0,1.0,542.0,2524.0,2524.0,2524.0,0.0,278000.0,2.0,293764.0,1368008.0,1368008.0,1368008.0,0.0,150676000.0,1084.0,6370576.0,6370576.0,6370576.0,0.0,701672000.0,5048.0,6370576.0,6370576.0,0.0,701672000.0,5048.0,6370576.0,0.0,701672000.0,5048.0,0.0,0.0,0.0,77284000000.0,556000.0,4.0,380
8.0,1929.0,1.0,0.0,400.0,792.0,1517.0,792.0,725.0,230000.0,0.0,64.0,15432.0,8.0,0.0,3200.0,6336.0,12136.0,6336.0,5800.0,1840000.0,0.0,3721041.0,1929.0,0.0,771600.0,1527768.0,2926293.0,1527768.0,1398525.0,443670000.0,0.0,1.0,0.0,400.0,792.0,1517.0,792.0,725.0,230000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160000.0,316800.0,606800.0,316800.0,290000.0,92000000.0,0.0,627264.0,1201464.0,627264.0,574200.0,182160000.0,0.0,2301289.0,1201464.0,1099825.0,348910000.0,0.0,627264.0,574200.0,182160000.0,0.0,525625.0,166750000.0,0.0,52900000000.0,0.0,0.0,2860
8.0,1995.0,1.0,1.0,481.0,1494.0,1494.0,1494.0,0.0,270000.0,1.0,64.0,15960.0,8.0,8.0,3848.0,11952.0,11952.0,11952.0,0.0,2160000.0,8.0,3980025.0,1995.0,1995.0,959595.0,2980530.0,2980530.0,2980530.0,0.0,538650000.0,1995.0,1.0,1.0,481.0,1494.0,1494.0,1494.0,0.0,270000.0,1.0,1.0,481.0,1494.0,1494.0,1494.0,0.0,270000.0,1.0,231361.0,718614.0,718614.0,718614.0,0.0,129870000.0,481.0,2232036.0,2232036.0,2232036.0,0.0,403380000.0,1494.0,2232036.0,2232036.0,0.0,403380000.0,1494.0,2232036.0,0.0,403380000.0,1494.0,0.0,0.0,0.0,72900000000.0,270000.0,1.0,2517
6.0,1952.0,1.0,0.0,410.0,948.0,948.0,948.0,0.0,125000.0,0.0,36.0,11712.0,6.0,0.0,2460.0,5688.0,5688.0,5688.0,0.0,750000.0,0.0,3810304.0,1952.0,0.0,800320.0,1850496.0,1850496.0,1850496.0,0.0,244000000.0,0.0,1.0,0.0,410.0,948.0,948.0,948.0,0.0,125000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168100.0,388680.0,388680.0,388680.0,0.0,51250000.0,0.0,898704.0,898704.0,898704.0,0.0,118500000.0,0.0,898704.0,898704.0,0.0,118500000.0,0.0,898704.0,0.0,118500000.0,0.0,0.0,0.0,0.0,15625000000.0,0.0,0.0,1933
8.0,2007.0,2.0,0.0,826.0,1705.0,1718.0,1718.0,0.0,297000.0,0.0,64.0,16056.0,16.0,0.0,6608.0,13640.0,13744.0,13744.0,0.0,2376000.0,0.0,4028049.0,4014.0,0.0,1657782.0,3421935.0,3448026.0,3448026.0,0.0,596079000.0,0.0,4.0,0.0,1652.0,3410.0,3436.0,3436.0,0.0,594000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,682276.0,1408330.0,1419068.0,1419068.0,0.0,245322000.0,0.0,2907025.0,2929190.0,2929190.0,0.0,506385000.0,0.0,2951524.0,2951524.0,0.0,510246000.0,0.0,2951524.0,0.0,510246000.0,0.0,0.0,0.0,0.0,88209000000.0,0.0,0.0,820
6.0,1958.0,1.0,0.0,384.0,160.0,1142.0,1142.0,0.0,113500.0,0.0,36.0,11748.0,6.0,0.0,2304.0,960.0,6852.0,6852.0,0.0,681000.0,0.0,3833764.0,1958.0,0.0,751872.0,313280.0,2236036.0,2236036.0,0.0,222233000.0,0.0,1.0,0.0,384.0,160.0,1142.0,1142.0,0.0,113500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147456.0,61440.0,438528.0,438528.0,0.0,43584000.0,0.0,25600.0,182720.0,182720.0,0.0,18160000.0,0.0,1304164.0,1304164.0,0.0,129617000.0,0.0,1304164.0,0.0,129617000.0,0.0,0.0,0.0,0.0,12882250000.0,0.0,0.0,675
5.0,1977.0,2.0,0.0,336.0,757.0,1475.0,925.0,550.0,127000.0,0.0,25.0,9885.0,10.0,0.0,1680.0,3785.0,7375.0,4625.0,2750.0,635000.0,0.0,3908529.0,3954.0,0.0,664272.0,1496589.0,2916075.0,1828725.0,1087350.0,251079000.0,0.0,4.0,0.0,672.0,1514.0,2950.0,1850.0,1100.0,254000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112896.0,254352.0,495600.0,310800.0,184800.0,42672000.0,0.0,573049.0,1116575.0,700225.0,416350.0,96139000.0,0.0,2175625.0,1364375.0,811250.0,187325000.0,0.0,855625.0,508750.0,117475000.0,0.0,302500.0,69850000.0,0.0,16129000000.0,0.0,0.0,2910
