Id,SalePrice
2103,275312.85264662944
342,141322.29244989273
600,93768.7823871558
488,198873.64963964163
1725,302836.394550949
2246,254674.14950299053
2847,160687.86937977525
806,256277.12239027908
530,241054.67699153512
963,192311.33272146352
2678,60779.18789518729
171,63101.68545923999
2401,346536.6412464158
805,225200.56236732192
2259,216774.84292172326
1748,186131.91773288755
1361,158428.50955857115
1677,145838.75026316755
1406,155374.02040812513
2322,227461.80101714772
688,187460.34860411705
143,142601.19737394864
804,211940.66619171225
1214,179055.21896093537
2828,164998.14499844145
1999,197390.11136778933
2467,212238.15979430906
2665,192330.53817710187
1538,329408.9065566069
398,103629.599470924
2822,137739.45757801144
2157,150593.24705248873
1856,171154.76515482448
1269,109305.70709102531
2570,122524.22383023857
2320,257286.06371875782
1517,145406.3237023712
2304,113745.12248716352
1312,85142.00087750098
2012,145541.19181745942
506,221141.40291125758
2865,195770.41281382134
2367,128993.50459762546
554,117016.3206999969
238,143360.40206802753
1954,108355.01177015284
2488,174076.48897100368
2291,93170.14807730448
1969,99654.76325603132
2725,159857.39189126214
1482,151392.63385169918
2763,212741.12287434528
503,242980.93969508458
1584,239282.56328330305
1531,165181.98948775895
2210,186336.84136588697
459,306661.30689181236
556,132961.2177177592
1347,162707.91857998294
1290,85059.60562040494
1388,105286.33316827845
1571,181279.3988707692
2754,215210.93844130018
765,131791.36862994393
2494,122961.89813990518
2870,181826.59495377296
7,237322.83498964843
1114,237100.1615285282
2418,280640.0080105929
291,140344.90915419243
18,318289.3342074378
39,309857.20971527335
1001,262747.1167372415
2442,241248.0748799442
616,123581.27337572852
2680,53657.19815453922
1414,116423.32000219019
289,137342.1120891798
40,269251.15757571685
860,129843.2729162029
409,147710.83675911976
673,158566.86814713583
2427,193216.93751793262
2036,204971.50363082252
2564,142388.5530427061
642,190452.88009421213
1008,184457.8886413729
1908,157291.87337503058
2519,219349.45042868645
1369,91944.69202247227
2855,178882.97742602858
712,87409.55994502956
1943,78395.57316046348
1958,140371.76453591313
107,185971.17570523673
2295,186386.17060493003
704,103226.55118749698
676,121788.08984855819
259,190062.12477221154
93,284444.971510725
106,251674.6738815141
2315,189215.316296002
1050,111270.64185250725
1095,198156.90485624433
2709,136423.49246529827
758,167434.63552388328
1496,164171.02592286025
2370,145027.62481694133
2458,258214.1746517265
2733,124744.09816772223
161,278472.45021922176
726,157880.78413659474
845,224685.45029839035
947,266028.31449594535
2232,107712.2345309183
2563,155218.0283138916
2299,146488.90677062958
211,101626.29249542172
605,199137.77168024227
1478,226009.9696082027
2247,256685.58389295707
2274,196281.68520399788
2869,181790.65536527196
967,233119.09277719457
2656,80486.60349117324
667,251503.71480861993
1042,133616.1704056766
2023,173232.3724484914
2447,345108.88541061303
2055,132417.96534550132
2275,276432.51762791665
2204,162644.3013788605
1563,255392.7215066934
483,217009.9481478416
796,126734.56120847503
1526,149840.5847277654
2042,187098.97449286492
442,309779.2035509568
1693,294175.3036445816
1468,222991.036672952
1430,188648.0637652903
2605,180550.6799014163
1529,183027.31178355298
335,135515.17639163055
1287,131014.38309883059
31,116225.63516852143
1785,255034.94239315612
82,174748.39328800677
2620,128989.93199798034
252,216509.26403312036
721,48386.00153873721
2165,185540.86415131693
2316,175027.4003202432
775,129624.97995862132
1558,101643.64070639608
17,232934.07066511293
1022,238745.2216804044
925,110463.62998523179
438,282845.66853240517
1270,152691.24470100994
1272,122030.40104248712
215,134708.84069535893
266,229365.36588488775
2402,263750.9735389071
1250,137694.84204853233
1984,112223.92028647673
1279,151194.33383090224
377,262815.55360897584
1252,146916.17335334525
2156,265379.42458418955
499,298810.30650518194
1374,116710.58355322306
2898,268286.97701890825
401,103986.83056586504
2721,173415.3643266824
2078,233717.69161294156
2589,121371.57226007758
1946,243562.48146468634
1334,119380.30226531718
2781,240803.67101274373
431,351781.4828650899
576,220290.11575182725
1474,217444.1102570187
2254,164398.68220748205
2155,288796.37630276184
885,92623.24488498888
643,144527.99440301862
1944,118957.74109394383
480,207315.94149279792
2845,84745.39353088557
2387,290898.9458061339
2407,212038.2138560419
2527,174250.40099395928
2514,175044.50482266955
629,187761.19403642276
80,216375.6291272801
1876,134927.41416888102
1546,128326.41164134594
2518,174798.8570342624
2347,167433.3925471916
783,165102.61483151047
1322,38571.74626505328
194,62463.05594400922
1770,275862.07412445
2143,125598.0633867284
1229,211411.45988295972
511,279139.456539909
46,214720.78369833657
1348,194212.97722586303
2465,210323.18983517797
387,249101.43478656886
873,215629.38778760994
1918,118427.65267114493
2764,244569.8526705883
2184,119605.56411676318
934,155446.3478809942
1920,122801.49114867114
2631,157382.80703787867
1768,460208.10299424024
2040,102091.48172637646
1749,223869.64149975532
834,225238.98180350533
1457,251144.05844574573
79,130390.96670233202
2302,110830.15409548208
1817,127258.06120398385
2755,248848.15081377793
359,172555.71206546994
2059,111816.63433945412
2092,248281.61018885544
2516,252366.34113513527
150,119886.04053091374
1656,149857.23662599642
83,109728.06599677214
2411,182082.9827871247
795,71229.81399512768
2312,247637.8114938062
2917,79595.58290408051
1624,196652.70126957772
2215,293716.35927759774
1211,157817.1204263186
1485,151390.6774105298
1024,167566.62631518638
570,193645.560472465
2874,147640.34463891073
700,168095.14480149525
2756,231478.88266487257
2022,190943.15040332882
583,229509.5100367904
2392,305461.26394525135
2424,211032.65348137345
212,114500.0976188617
736,116371.3357516122
1610,174981.68643571786
890,117911.9497469056
467,175028.39678571303
578,268937.3416443622
1747,187159.97067267296
1149,175905.8011234228
2758,227028.77020127047
857,117361.59927878028
2219,266576.226575795
733,117526.84758409322
2909,124671.75867588073
1798,281501.1674822428
235,101375.13593667315
2366,140889.0788078846
1027,138385.71556382196
1195,128154.64741321048
1303,1772.092663588468
148,188232.40865376336
608,154169.66749529215
2515,204194.16515700787
821,274440.3297389728
2500,276991.3351870418
745,104484.95125320822
741,149850.13404652406
1611,130427.16653485468
2532,119761.18203596934
1081,226168.8351484529
1692,362509.4418221108
2520,204188.44886112527
276,129761.0326258326
1992,119740.99220185203
663,1973.7154372064397
418,159993.70757863915
1733,183885.9078821675
2359,157796.7003090845
253,210713.98001014045
1518,151360.0490779708
2035,156333.7480965664
2919,77222.7594024837
1540,222433.56127802737
2120,153553.60234530305
1674,188061.06985039706
256,156187.771421117
2361,88498.79259077925
978,71854.72569615825
2280,160433.6601104613
2095,229836.41868598282
1709,299254.930262542
2801,242036.64600352198
1246,102224.69444509945
2373,129753.42922309623
1055,272497.1246126207
2017,118682.10918382439
1099,268874.42379022914
1344,80788.5029733826
835,185971.02500790032
1117,222106.86183035234
2043,79283.12484821875
2085,124962.3489679416
410,171807.17399683967
2650,129679.55911083764
2867,168344.6162663172
1668,118249.71228887571
1161,193843.64435525704
2122,175644.6853786579
2539,144272.13072257687
1047,156110.2297781231
1445,120227.89518662298
541,130688.1399555523
569,223728.9672878813
1276,137402.28947097203
918,145011.70615910215
326,174555.7064545981
1936,109472.36144140549
895,88289.6776096999
257,141908.9264573065
1241,188395.69004034763
1545,117841.52811302082
1189,172378.7809902773
270,152183.03608410957
2066,194420.9372016983
693,106935.65221852378
1259,183838.37430909404
2916,146742.96220810746
2321,276177.46213093505
1977,101441.06095247169
1895,166907.39471131354
1240,167099.57075748
85,144470.11007194885
1823,116734.46258029144
825,274321.85692693957
110,227613.99356645276
697,110802.73180842341
2297,93005.42324234103
1231,137957.77829866484
1355,131350.381557376
968,307534.540968198
584,239936.82076685992
1315,103621.45690679958
1606,137113.62445692322
206,117164.25410084962
1685,303364.22631424794
2016,124701.1296221296
869,230054.90610243706
2135,121794.52475394425
2346,177365.3604100278
2430,228426.1946170457
2198,85417.64860782679
2652,126473.46781995741
27,102856.40569781722
241,179959.83610226738
906,117686.47338768339
1506,88301.21725888085
2098,330610.3112330347
1435,217538.32117996912
2213,119469.30640887527
1274,155919.20591817645
743,6569.172551237629
1737,207410.5815720138
2797,272781.2777312399
2185,71190.1569839993
58,188870.05181181966
830,210817.4312270627
808,145730.01295106392
680,161696.6009797902
1153,114247.24167491368
1291,140235.25614298205
1818,184340.3217499836
2161,204115.64276050928
1883,131847.1960424158
350,322837.25019454455
2473,153470.5700625684
295,179605.54036749806
293,201069.45592363132
859,115298.75518833159
288,43604.6891464598
1578,143272.62740511599
102,177542.26599463844
2831,189428.3569126703
1030,185874.78582906653
2551,136705.9926023553
1286,133414.20984881045
958,298170.9584006908
776,127231.44163694722
72,201317.9641650347
2263,262308.2557440973
1866,157574.3030912733
2876,54636.42278022121
2146,277747.207619758
103,195346.9387799187
1500,165864.19628939964
492,190711.38682097092
167,142422.60536953085
2597,104776.77295974281
2685,106629.38631184213
1035,157136.18805374007
1220,37897.86386653758
2602,151841.3595649501
2159,221769.28836611635
695,165666.8486961316
1109,243709.33321392967
640,198950.02192081115
1652,159058.40597036877
2090,198283.61003444972
1188,211371.74798400502
2345,240866.79441831366
1059,355517.27202237525
2751,252205.21112051315
128,202475.7205569474
1523,179042.13854265749
2925,148203.59170090046
2145,301757.5976890888
1121,241487.79446675244
566,302154.7261258805
565,218151.3048962683
1331,141250.63518302795
2928,112524.95553643187
156,133316.88147365907
797,147823.56118179508
327,93373.4022878299
2859,150177.2972408114
1453,109167.13430510834
1762,321548.29959274
1868,213620.6431580513
1760,188885.39013303188
1113,267700.4417407707
1812,194848.16551512154
117,179351.5243145026
1142,210888.72356765496
2342,315720.6732727102
927,130115.55424732598
2478,207269.39087599528
655,61452.04110358807
2064,114938.32813431532
369,223650.00129542558
2239,127980.37826474837
2732,214218.75891887397
1653,168671.62610826013
959,223565.7893489094
2395,301205.8334393458
1412,100199.74443924497
271,259101.34358522913
1484,151391.3295575861
1497,130510.58961956471
552,187140.51326982852
2,132477.72885014792
1855,277585.7966475546
4,259547.2402864102
2292,162184.88323837728
134,135685.4662023501
646,113313.90925198968
42,295475.92429400224
532,231970.7756481144
713,79160.25442112656
2561,128354.57065217476
2360,129091.78136576212
1333,112408.3542957321
1407,185821.37430167722
2892,264217.25537380064
574,240622.1273654775
1227,183874.87136976607
2591,242374.91112135432
1476,217934.52323862351
1125,263788.0743745292
1446,121821.81063324853
408,123069.35756720498
1101,283951.7241667033
2251,177083.15956140077
373,209484.77230710222
2554,114238.04018686293
2382,272126.9208808682
1985,69652.24435166479
519,236420.82984571252
1093,196233.44243292615
864,269866.03194302146
2889,156158.24010412768
2308,207055.30618492886
986,151589.7536583786
1302,161852.38316829398
585,167134.1221449104
2708,145192.29445007828
147,135931.50531719264
1441,223810.0322843549
383,170235.24224706623
285,157297.1843915301
181,118935.97482555278
358,169751.67689008522
780,183280.18400511355
258,214410.1468772107
1865,227061.3587347602
692,131081.0866045598
2902,300988.27145279467
508,285032.9714556673
2638,149314.4071462584
36,169856.33876405307
611,189303.52994287817
2281,117023.5588629304
1678,145838.09811611124
1696,369627.7675733381
1557,62049.48308730498
2180,152313.3810665143
1726,235433.80790928274
951,144395.36928487034
267,243262.7865403077
2706,129104.4907985623
2221,200282.9364019028
1357,176554.44709055487
2901,286963.78773791634
347,198707.4410911129
2164,203188.4524177682
1586,293336.76725389564
360,170920.78955756966
1769,232402.91910906183
2617,181748.33649840462
1879,174596.73471286998
991,225433.75107827468
1535,122833.6147841278
1191,173734.4231437049
1579,218315.57713723474
1882,138139.28357532714
1510,123988.60991080862
2196,171895.10585882876
1845,176405.57367525587
2336,330853.92820317403
942,97512.5193155132
861,110697.89268485515
2555,95798.40980732406
1392,148773.2692698316
2099,275315.4612348551
1543,143936.3966859735
948,265710.62634610187
1239,154394.69834000268
22,188334.750090649
2796,252428.90144803072
2747,173589.5790276489
92,288548.2936015228
210,166674.95689422917
1858,224143.5732189709
2228,206963.9101520311
447,232916.40945308912
827,240568.61746899132
1649,218029.50668859936
682,139875.8223391492
2698,129139.80363561714
494,188694.4552607328
214,101837.13812325988
2441,252344.6589984974
2679,110279.26122409105
1336,105719.57216871995
465,195685.64883119578
1524,137751.85860065348
2543,122554.62914644438
631,128972.36988369795
2452,297801.8522051583
228,161161.88481697883
126,158550.53945310554
1092,213200.58224204008
1122,216472.9275963948
932,213234.92525642074
1980,65756.4093587693
2171,101252.79019461351
551,166075.68944570457
2768,179894.46777143131
2056,116800.95442475437
1159,342230.96880834654
2645,129175.31286154361
1174,192525.33688946674
2266,214682.11562294338
2462,348440.8709661834
1219,126641.46700535517
2922,211002.8628796609
118,149232.85369599832
474,192707.04216335912
2576,170101.46158042236
872,271596.88859824964
1077,237228.33923619683
1536,147276.61900269077
1150,123170.67648597073
2341,282470.60832596046
1931,125894.32782650937
2785,119796.85080817412
2538,122832.17200746282
597,230797.1526152927
464,207553.37338437221
233,223482.03919996216
2169,120286.12108047749
2123,164800.34787127876
1867,177776.33961526968
137,265747.5141277467
515,233165.64106959675
933,143866.27928877133
2784,178125.91310237476
972,172676.54233571584
599,174852.66077290417
2614,129533.24908374879
2582,134967.53879760136
1409,164078.06553567422
175,83314.05184399465
352,241717.28409650957
976,71856.02999027108
2134,212312.6425482257
984,101709.07626796653
2396,310215.8065086274
1673,162191.98177621863
404,141091.02872429718
607,158903.93681721215
814,163815.0315840717
868,217828.5719953538
2271,200415.49268924724
1633,239046.48830285878
337,207939.50431127765
2765,165302.70994393586
1746,231751.34929525643
368,305789.0809644271
2806,216057.93305879587
1662,196179.03742122196
1234,199060.24058957642
1373,135338.8430263888
1672,100911.90156928473
1939,115538.69132590608
